booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,meal_plan_1,meal_plan_2,no_meal_plan,required_car_parking_space,room_type_1,room_type_2,room_type_3,room_type_4,room_type_5,room_type_6,lead_time,arrival_year,arrival_month,arrival_day,Aviation,Complementary,Corporate,Offline,Online,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,canceled
INN27898,1,0,0,2,1,0,0,0,1,0,0,0,0,0,4,2018,4,19,1,0,0,0,0,0,0,0,95,0,0
INN27903,3,0,1,2,1,0,0,0,0,0,0,1,0,0,124,2018,6,3,0,0,0,0,1,0,0,0,159.3,0,1
INN27919,2,1,0,3,0,0,0,0,1,0,0,0,0,0,127,2018,6,2,0,0,0,0,1,0,0,0,185.85,1,0
INN27926,2,1,2,1,1,0,0,0,0,0,0,1,0,0,125,2018,5,15,0,0,0,0,1,0,0,0,101.49,2,0
INN27942,2,0,0,4,1,0,0,0,1,0,0,0,0,0,92,2017,11,10,0,0,0,0,1,0,0,0,72.25,2,1
INN27968,2,0,0,3,0,0,1,0,1,0,0,0,0,0,158,2018,8,25,0,0,0,0,1,0,0,0,94.5,0,1
INN27999,2,0,1,1,1,0,0,0,1,0,0,0,0,0,180,2018,5,2,0,0,0,1,0,0,0,0,100,1,0
INN28003,2,0,2,3,1,0,0,0,1,0,0,0,0,0,28,2017,9,19,0,0,0,0,1,0,0,0,116.56,2,0
INN28004,2,1,2,1,1,0,0,0,1,0,0,0,0,0,36,2018,7,2,0,0,0,0,1,0,0,0,152.1,2,0
INN28010,2,0,0,3,1,0,0,0,1,0,0,0,0,0,37,2018,10,13,0,0,0,1,0,0,0,0,105,0,0
INN28012,2,0,0,2,0,0,1,0,1,0,0,0,0,0,33,2018,9,9,0,0,0,0,1,0,0,0,125.1,3,0
INN28023,2,0,0,2,1,0,0,0,1,0,0,0,0,0,14,2018,8,16,0,0,0,0,1,0,0,0,136,0,1
INN28043,1,0,1,4,1,0,0,0,1,0,0,0,0,0,87,2018,3,9,0,0,0,0,1,0,0,0,53.67,1,0
INN28052,1,0,0,2,1,0,0,0,1,0,0,0,0,0,192,2018,6,24,0,0,0,1,0,0,0,0,95,0,0
INN28058,1,0,0,3,1,0,0,0,0,0,0,0,1,0,4,2018,7,19,0,0,1,0,0,0,0,0,147,0,0
INN28062,3,0,2,0,1,0,0,0,0,0,0,1,0,0,49,2018,8,21,0,0,0,0,1,0,0,0,168.3,2,0
INN28066,2,0,0,1,1,0,0,0,1,0,0,0,0,0,22,2017,8,21,0,0,0,1,0,0,0,0,75,0,0
INN28076,2,0,0,1,1,0,0,0,1,0,0,0,0,0,180,2017,10,16,0,0,0,1,0,0,0,0,70,0,1
INN28086,2,0,0,2,0,0,0,0,1,0,0,0,0,0,377,2018,10,14,0,0,0,1,0,0,0,0,115,1,1
INN28114,2,0,0,1,0,0,1,0,1,0,0,0,0,0,41,2018,12,2,0,0,0,0,1,0,0,0,88,1,0
INN28123,1,1,2,4,1,0,0,0,1,0,0,0,0,0,145,2018,4,29,0,0,0,0,1,0,0,0,69.56,0,0
INN28130,2,0,0,5,1,0,0,0,0,0,0,1,0,0,40,2018,8,23,0,0,0,0,1,0,0,0,149.4,0,0
INN28145,2,1,1,1,1,0,0,0,1,0,0,0,0,0,7,2018,4,16,0,0,0,0,1,0,0,0,134,1,0
INN28148,2,0,0,4,1,0,0,0,1,0,0,0,0,0,135,2017,10,7,0,0,0,0,1,0,0,0,89.25,0,1
INN28151,2,1,0,1,1,0,0,0,1,0,0,0,0,0,110,2018,6,3,0,0,0,0,1,0,0,0,143.1,0,1
INN28159,2,0,2,4,1,0,0,0,1,0,0,0,0,0,26,2018,10,16,0,0,0,0,1,0,0,0,139,1,0
INN28183,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2018,9,29,0,0,0,0,1,0,0,0,106.65,0,0
INN28184,2,0,0,2,1,0,0,0,1,0,0,0,0,0,28,2018,12,16,0,1,0,0,0,0,0,0,0,0,0
INN28190,2,0,0,2,0,0,1,0,1,0,0,0,0,0,49,2018,5,6,0,0,0,1,0,0,0,0,85,0,0
INN28203,2,0,1,1,0,0,1,0,1,0,0,0,0,0,19,2018,9,17,0,0,0,0,1,0,0,0,134,1,1
INN28210,2,0,0,3,1,0,0,0,1,0,0,0,0,0,160,2017,12,30,0,0,0,1,0,0,0,0,70.67,0,0
INN28216,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,2018,12,18,0,0,0,0,1,0,0,0,89.5,2,0
INN28219,1,0,0,5,1,0,0,0,1,0,0,0,0,0,8,2018,3,1,0,0,1,0,0,0,0,0,65,0,0
INN28229,2,0,0,3,1,0,0,0,0,0,0,1,0,0,60,2018,12,8,0,0,0,0,1,0,0,0,126,3,0
INN28236,2,0,1,1,1,0,0,0,1,0,0,0,0,0,60,2017,9,21,0,0,0,1,0,0,0,0,65,0,0
INN28249,2,0,0,2,0,0,0,0,1,0,0,0,0,0,102,2017,10,16,0,0,0,1,0,0,0,0,109,0,0
INN28250,1,0,1,3,1,0,0,0,1,0,0,0,0,0,85,2018,10,6,0,0,0,1,0,0,0,0,75,0,1
INN28256,1,0,0,2,1,0,0,0,1,0,0,0,0,0,12,2017,10,20,0,0,1,0,0,0,0,0,130,0,0
INN28266,2,0,0,1,1,0,0,0,1,0,0,0,0,0,18,2018,12,23,0,0,0,0,1,0,0,0,104,0,0
INN28288,2,0,1,0,1,0,0,0,1,0,0,0,0,0,8,2017,8,16,0,0,0,0,1,0,0,0,99,1,1
INN28291,2,0,1,4,1,0,0,0,1,0,0,0,0,0,133,2018,5,9,0,0,0,0,1,0,0,0,99.45,1,0
INN28299,2,0,0,1,1,0,0,0,1,0,0,0,0,0,11,2018,11,5,0,0,0,0,1,0,0,0,130,1,1
INN28311,2,2,1,0,0,0,0,0,0,0,0,0,0,1,119,2018,7,11,0,0,0,0,1,0,0,0,264.1,0,1
INN28315,3,0,0,2,1,0,0,0,0,0,0,1,0,0,15,2018,4,26,0,0,0,0,1,0,0,0,152,2,0
INN28353,3,0,2,0,1,0,0,1,0,0,0,1,0,0,4,2018,3,20,0,0,0,0,1,0,0,0,166,0,0
INN28363,2,0,1,3,1,0,0,0,1,0,0,0,0,0,19,2018,11,14,0,0,0,0,1,0,0,0,64.67,1,0
INN28365,1,0,1,0,1,0,0,1,1,0,0,0,0,0,3,2018,12,5,0,0,1,0,0,1,0,3,67,1,0
INN28371,2,0,0,3,1,0,0,0,1,0,0,0,0,0,279,2018,10,12,0,0,0,1,0,0,0,0,110,0,1
INN28386,2,0,0,2,1,0,0,0,0,0,0,1,0,0,161,2018,8,25,0,0,0,0,1,0,0,0,109.8,1,1
INN28401,2,0,2,3,1,0,0,0,1,0,0,0,0,0,135,2017,8,1,0,0,0,0,1,0,0,0,76.5,3,0
INN28419,2,0,1,2,0,0,1,0,1,0,0,0,0,0,30,2018,11,11,0,0,0,0,1,0,0,0,87.27,0,0
INN28428,2,0,2,2,0,0,1,0,1,0,0,0,0,0,56,2018,8,28,0,0,0,0,1,0,0,0,72.42,1,0
INN28444,2,0,2,1,1,0,0,0,1,0,0,0,0,0,225,2018,8,13,0,0,0,0,1,0,0,0,105.3,0,1
INN28467,2,0,2,3,1,0,0,0,1,0,0,0,0,0,63,2018,4,24,0,0,0,0,1,0,0,0,99.79,1,0
INN28468,2,0,0,3,1,0,0,0,1,0,0,0,0,0,112,2018,6,2,0,0,0,1,0,0,0,0,120,0,1
INN28471,1,0,2,1,1,0,0,0,1,0,0,0,0,0,116,2018,2,28,0,0,0,1,0,0,0,0,61,0,1
INN28482,1,0,1,0,1,0,0,0,1,0,0,0,0,0,111,2018,10,10,0,0,0,1,0,0,0,0,120,0,1
INN28485,2,0,1,2,0,0,1,0,1,0,0,0,0,0,10,2017,9,21,0,0,0,0,1,0,0,0,117.04,1,1
INN28508,1,0,0,1,1,0,0,0,1,0,0,0,0,0,46,2018,7,8,0,0,0,0,1,0,0,0,112.5,2,0
INN28549,3,0,1,2,1,0,0,0,0,0,0,1,0,0,14,2018,8,1,0,0,0,0,1,0,0,0,167,2,0
INN28572,2,0,0,4,1,0,0,0,1,0,0,0,0,0,8,2017,8,26,0,0,0,0,1,0,0,0,90,2,0
INN28594,2,0,2,1,1,0,0,0,1,0,0,0,0,0,45,2018,12,25,0,0,0,0,1,0,0,0,93.6,1,0
INN28596,2,0,1,4,1,0,0,0,1,0,0,0,0,0,135,2018,5,9,0,0,0,0,1,0,0,0,79.72,1,1
INN28621,2,0,0,2,1,0,0,0,1,0,0,0,0,0,46,2018,4,21,0,0,0,0,1,0,0,0,105.3,1,0
INN28624,2,0,1,3,1,0,0,0,1,0,0,0,0,0,127,2018,4,28,0,0,0,1,0,0,0,0,90,0,0
INN28647,2,0,4,7,1,0,0,0,0,0,0,1,0,0,28,2018,6,12,0,0,0,0,1,0,0,0,93.6,0,0
INN28662,2,0,0,1,0,0,1,0,1,0,0,0,0,0,207,2018,10,4,0,0,0,0,1,0,0,0,98.1,0,1
INN28663,1,0,4,8,1,0,0,0,0,0,0,1,0,0,17,2018,5,15,1,0,0,0,0,0,0,0,110,0,1
INN28668,1,0,1,1,1,0,0,0,1,0,0,0,0,0,59,2018,11,21,0,0,0,0,1,0,0,0,67.91,1,1
INN28724,1,0,0,2,1,0,0,0,1,0,0,0,0,0,70,2018,2,26,0,0,0,0,1,0,0,0,72.9,1,1
INN28726,3,0,1,3,1,0,0,0,0,0,0,1,0,0,104,2018,7,21,0,0,0,0,1,0,0,0,142.2,2,0
INN28733,2,0,2,1,0,0,1,0,1,0,0,0,0,0,25,2018,7,9,0,0,0,0,1,0,0,0,139,0,1
INN28738,2,0,4,10,1,0,0,0,0,0,0,1,0,0,152,2018,10,24,0,0,0,1,0,0,0,0,80.39,0,1
INN28741,2,0,1,1,0,0,1,0,1,0,0,0,0,0,7,2018,11,12,0,0,0,0,1,0,0,0,79.2,0,0
INN28745,2,0,0,0,0,0,1,0,1,0,0,0,0,0,13,2018,8,16,0,0,0,0,1,0,0,0,0,2,0
INN28762,1,0,1,0,1,0,0,0,1,0,0,0,0,0,3,2017,10,19,0,0,0,0,1,0,0,0,139,0,0
INN28764,2,0,2,3,1,0,0,0,1,0,0,0,0,0,82,2018,11,4,0,0,0,0,1,0,0,0,122.76,2,0
INN28773,2,0,1,3,1,0,0,0,1,0,0,0,0,0,54,2018,3,17,0,0,0,0,1,0,0,0,89.46,0,1
INN28810,2,0,0,3,0,0,1,0,1,0,0,0,0,0,51,2018,11,15,0,0,0,0,1,0,0,0,79.2,1,0
INN28834,1,0,0,2,0,0,0,0,1,0,0,0,0,0,257,2017,7,1,0,0,0,1,0,0,0,0,80,0,0
INN28850,2,0,0,1,1,0,0,0,0,0,0,1,0,0,14,2018,9,22,0,0,0,0,1,0,0,0,184,0,0
INN28852,1,0,1,0,1,0,0,1,1,0,0,0,0,0,3,2018,5,2,0,0,1,0,0,0,0,0,98,0,0
INN28860,2,0,2,2,1,0,0,0,0,0,0,1,0,0,30,2018,4,29,0,0,0,0,1,0,0,0,140.4,1,0
INN28865,2,0,1,3,0,0,1,0,1,0,0,0,0,0,11,2018,8,8,0,0,0,0,1,0,0,0,139,2,0
INN28873,1,0,0,2,1,0,0,0,1,0,0,0,0,0,14,2017,10,15,0,0,0,1,0,0,0,0,100,0,0
INN28894,2,0,0,4,1,0,0,0,1,0,0,0,0,0,270,2018,4,20,0,0,0,1,0,0,0,0,62.8,0,1
INN28895,2,0,2,1,0,0,0,0,1,0,0,0,0,0,117,2017,8,1,0,0,0,1,0,0,0,0,94.5,0,1
INN28914,2,0,2,2,0,0,1,0,1,0,0,0,0,0,110,2018,4,30,0,0,0,0,1,0,0,0,89.25,0,1
INN28922,2,2,1,1,1,0,0,0,0,0,0,0,0,1,26,2018,2,8,0,0,0,0,1,0,0,0,171,0,1
INN28943,2,0,0,1,1,0,0,0,1,0,0,0,0,0,14,2018,9,15,0,0,0,0,1,0,0,0,135.2,0,0
INN28956,2,0,2,3,0,0,1,0,1,0,0,0,0,0,55,2018,10,23,0,0,0,1,0,0,0,0,72.25,0,0
INN28962,1,0,1,2,1,0,0,0,1,0,0,0,0,0,237,2017,9,14,0,0,0,0,1,0,0,0,80.75,0,1
INN28972,2,0,0,2,0,0,0,0,1,0,0,0,0,0,346,2018,9,13,0,0,0,1,0,0,0,0,115,1,1
INN28980,1,0,0,2,1,0,0,0,1,0,0,0,0,0,103,2018,4,19,0,0,0,1,0,0,0,0,115,0,1
INN28985,2,0,2,2,1,0,0,0,1,0,0,0,0,0,204,2017,10,2,0,0,0,0,1,0,0,0,98.44,1,0
INN28986,2,0,1,2,1,0,0,0,1,0,0,0,0,0,106,2018,10,7,0,0,0,0,1,0,0,0,118.8,1,1
INN28987,2,0,2,1,0,0,1,0,1,0,0,0,0,0,102,2018,10,2,0,0,0,0,1,0,0,0,108,0,1
INN29016,2,0,0,2,1,0,0,0,1,0,0,0,0,0,245,2018,6,17,0,0,0,1,0,0,0,0,75,0,1
INN29077,1,0,1,3,1,0,0,0,1,0,0,0,0,0,179,2017,8,31,0,0,0,0,1,0,0,0,77.56,1,0
INN29098,2,0,0,4,1,0,0,0,1,0,0,0,0,0,199,2018,8,2,0,0,0,0,1,0,0,0,70.44,2,1
INN29109,2,1,2,2,1,0,0,0,1,0,0,0,0,0,13,2017,9,13,0,0,0,0,1,0,0,0,102,2,0
INN29122,2,0,2,1,0,0,1,0,1,0,0,0,0,0,20,2018,6,12,0,0,0,0,1,0,0,0,99,1,0
INN29129,2,0,1,0,1,0,0,0,1,0,0,0,0,0,286,2018,10,16,0,0,0,1,0,0,0,0,90,0,1
INN29130,2,0,1,0,1,0,0,0,1,0,0,0,0,0,12,2017,10,4,0,0,0,1,0,1,1,0,72,0,0
INN29151,2,0,0,2,1,0,0,0,1,0,0,0,0,0,5,2018,11,18,0,0,0,0,1,0,0,0,111,1,0
INN29153,1,0,0,1,1,0,0,0,1,0,0,0,0,0,8,2017,10,6,0,1,0,0,0,0,0,0,0,0,0
INN29156,2,0,2,3,1,0,0,0,1,0,0,0,0,0,151,2018,10,6,0,0,0,0,1,0,0,0,91.48,2,0
INN29161,1,0,1,2,0,0,1,0,1,0,0,0,0,0,4,2018,10,28,0,0,0,0,1,0,0,0,133.33,2,0
INN29165,2,0,0,3,1,0,0,0,1,0,0,0,0,0,43,2018,1,21,0,0,0,1,0,0,0,0,60,0,0
INN29167,1,0,0,3,1,0,0,0,1,0,0,0,0,0,7,2018,5,5,0,0,0,1,0,0,0,0,112,0,0
INN29180,2,0,1,2,1,0,0,0,1,0,0,0,0,0,10,2018,11,25,0,0,0,0,1,0,0,0,108.67,1,0
INN29198,2,0,0,4,1,0,0,0,0,0,0,1,0,0,186,2018,7,26,0,0,0,0,1,0,0,0,103.7,0,1
INN29232,1,0,1,0,0,0,1,0,1,0,0,0,0,0,21,2018,3,20,0,0,0,0,1,0,0,0,106,1,0
INN29235,2,0,2,3,1,0,0,0,1,0,0,0,0,0,359,2018,10,14,0,0,0,1,0,0,0,0,78,1,1
INN29243,2,0,2,2,1,0,0,0,1,0,0,0,0,0,5,2018,12,18,0,0,0,1,0,0,0,0,80,0,0
INN29257,1,0,2,1,1,0,0,0,1,0,0,0,0,0,139,2018,5,15,0,0,0,0,1,0,0,0,99.9,0,1
INN29285,3,0,0,2,1,0,0,0,1,0,0,0,0,0,127,2018,12,22,0,0,0,0,1,0,0,0,90,3,0
INN29289,1,0,0,2,1,0,0,0,1,0,0,0,0,0,14,2017,10,15,0,0,0,1,0,0,0,0,100,0,0
INN29295,2,1,0,2,1,0,0,1,0,0,0,1,0,0,12,2018,8,24,0,0,0,0,1,0,0,0,164,3,0
INN29300,3,0,1,5,1,0,0,0,0,0,0,1,0,0,54,2018,7,25,0,0,0,0,1,0,0,0,168.3,2,0
INN29302,2,0,0,3,1,0,0,0,1,0,0,0,0,0,99,2017,12,15,0,0,0,0,1,0,0,0,72.25,1,0
INN29305,2,0,1,3,1,0,0,0,1,0,0,0,0,0,24,2018,12,1,0,0,0,0,1,0,0,0,104,0,0
INN29335,2,0,2,3,1,0,0,0,0,1,0,0,0,0,108,2018,3,24,0,0,0,0,1,0,0,0,120,1,0
INN29336,2,0,0,3,0,0,1,0,1,0,0,0,0,0,6,2018,9,8,0,0,0,0,1,0,0,0,108.99,1,0
INN29338,2,0,0,3,1,0,0,0,1,0,0,0,0,0,44,2018,2,17,0,0,0,1,0,0,0,0,75,0,0
INN29348,2,0,1,4,1,0,0,0,1,0,0,0,0,0,117,2018,8,24,0,0,0,1,0,0,0,0,72.25,0,1
INN29357,2,0,2,2,1,0,0,0,1,0,0,0,0,0,3,2018,10,2,0,0,0,0,1,0,0,0,128,0,0
INN29359,2,0,0,1,0,0,1,0,1,0,0,0,0,0,31,2018,3,17,0,0,0,0,1,0,0,0,71.1,1,0
INN29384,1,0,0,3,1,0,0,0,1,0,0,0,0,0,37,2018,10,13,0,0,0,1,0,0,0,0,95,0,0
INN29386,2,0,0,2,1,0,0,0,1,0,0,0,0,0,27,2017,9,18,0,0,0,0,1,0,0,0,124,2,0
INN29401,2,0,0,5,1,0,0,0,1,0,0,0,0,0,142,2018,7,12,0,0,0,0,1,0,0,0,99.45,0,1
INN29420,2,0,0,2,1,0,0,0,0,1,0,0,0,0,124,2018,6,30,0,0,0,0,1,0,0,0,97.55,0,0
INN29431,2,0,0,2,1,0,0,0,0,1,0,0,0,0,10,2018,5,18,0,0,0,0,1,0,0,0,119.5,0,1
INN29453,2,1,0,2,1,0,0,0,1,0,0,0,0,0,42,2018,8,16,0,0,0,0,1,0,0,0,152.1,1,0
INN29472,2,0,0,2,0,0,1,0,1,0,0,0,0,0,15,2018,2,12,0,0,0,0,1,0,0,0,79,0,1
INN29517,2,0,0,3,1,0,0,0,1,0,0,0,0,0,150,2018,6,2,0,0,0,0,1,0,0,0,106.2,1,1
INN29532,2,1,2,3,1,0,0,0,1,0,0,0,0,0,9,2018,3,18,0,0,0,0,1,0,0,0,154.4,2,0
INN29539,2,0,2,2,1,0,0,0,1,0,0,0,0,0,192,2018,6,18,0,0,0,1,0,0,0,0,80.75,0,0
INN29543,2,0,0,3,1,0,0,0,1,0,0,0,0,0,201,2018,7,6,0,0,0,1,0,0,0,0,72.08,0,0
INN29546,3,0,0,1,1,0,0,0,0,0,0,1,0,0,43,2018,7,14,0,0,0,0,1,0,0,0,168.3,0,1
INN29547,2,0,1,3,1,0,0,0,1,0,0,0,0,0,322,2018,5,19,0,0,0,1,0,0,0,0,80,0,1
INN29557,1,0,1,4,1,0,0,0,0,0,0,1,0,0,128,2018,8,17,0,0,0,0,1,0,0,0,122.4,0,1
INN29559,1,0,1,2,1,0,0,0,1,0,0,0,0,0,91,2018,9,30,0,0,0,1,0,0,0,0,75,0,0
INN29569,2,0,0,2,1,0,0,0,1,0,0,0,0,0,245,2018,10,28,0,0,0,0,1,0,0,0,96.3,0,1
INN29578,3,0,1,3,1,0,0,0,0,0,0,1,0,0,111,2018,8,1,0,0,0,0,1,0,0,0,137.7,0,1
INN29593,2,2,2,2,1,0,0,0,0,0,0,0,0,1,194,2018,8,26,0,0,0,0,1,0,0,0,163.2,0,1
INN29618,2,0,1,4,1,0,0,0,1,0,0,0,0,0,174,2018,4,27,0,0,0,0,1,0,0,0,92.65,0,1
INN29650,2,0,1,3,1,0,0,0,1,0,0,0,0,0,92,2018,9,26,0,0,0,1,0,0,0,0,102.68,0,0
INN29654,2,0,0,2,0,0,0,0,1,0,0,0,0,0,102,2017,10,16,0,0,0,1,0,0,0,0,109,0,0
INN29688,1,0,2,4,1,0,0,0,1,0,0,0,0,0,69,2018,6,12,0,0,0,1,0,0,0,0,120,0,1
INN29694,2,0,0,1,1,0,0,0,1,0,0,0,0,0,3,2018,7,21,0,0,0,1,0,0,0,0,85,0,0
INN29705,2,0,0,1,1,0,0,0,1,0,0,0,0,0,5,2018,12,13,0,0,0,0,1,0,0,0,96,1,0
INN29707,2,0,2,2,1,0,0,0,0,1,0,0,0,0,50,2018,3,5,0,0,0,0,1,0,0,0,65.66,0,1
INN29715,2,0,0,2,1,0,0,0,1,0,0,0,0,0,67,2018,11,25,0,0,0,1,0,0,0,0,75,0,0
INN29739,2,0,2,4,0,0,1,0,1,0,0,0,0,0,26,2018,5,11,0,0,0,0,1,0,0,0,124.7,0,1
INN29744,2,0,1,4,1,0,0,0,1,0,0,0,0,0,4,2018,12,28,0,0,0,0,1,0,0,0,125,1,0
INN29760,1,0,0,1,1,0,0,0,1,0,0,0,0,0,5,2018,12,7,0,0,0,0,1,0,0,0,94,0,0
INN29785,2,0,0,2,0,0,1,0,1,0,0,0,0,0,66,2018,9,2,0,0,0,0,1,0,0,0,87.3,2,0
INN29791,1,0,0,2,1,0,0,0,1,0,0,0,0,0,12,2018,12,8,0,0,1,0,0,1,0,1,65,0,0
INN29804,2,0,1,1,0,0,1,0,1,0,0,0,0,0,196,2018,8,6,0,0,0,0,1,0,0,0,85.5,0,1
INN29834,1,0,1,2,1,0,0,0,1,0,0,0,0,0,19,2018,5,2,0,0,0,0,1,0,0,0,120,0,0
INN29838,1,0,0,3,1,0,0,0,1,0,0,0,0,0,71,2018,5,10,0,0,0,1,0,0,0,0,80,0,0
INN29850,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,2018,10,17,0,0,1,0,0,1,0,10,65,1,0
INN29853,2,0,1,0,1,0,0,0,1,0,0,0,0,0,286,2018,10,16,0,0,0,1,0,0,0,0,90,0,1
INN29886,2,0,1,3,1,0,0,0,1,0,0,0,0,0,22,2018,9,26,0,0,0,0,1,0,0,0,139,0,1
INN29889,2,0,0,1,1,0,0,0,1,0,0,0,0,0,14,2018,7,1,0,0,0,0,1,0,0,0,151,0,1
INN29899,2,0,0,3,1,0,0,0,1,0,0,0,0,0,76,2018,5,12,0,0,0,0,1,0,0,0,159.3,1,0
INN29902,2,0,1,0,1,0,0,0,1,0,0,0,0,0,8,2018,4,18,0,0,0,0,1,0,0,0,101,1,0
INN29920,2,0,0,4,1,0,0,0,1,0,0,0,0,0,7,2018,2,10,0,0,0,0,1,0,0,0,93,0,0
INN29921,3,0,1,1,1,0,0,0,1,0,0,0,0,0,33,2018,1,25,0,0,1,0,0,0,0,0,95,0,0
INN29960,2,0,2,1,1,0,0,1,1,0,0,0,0,0,64,2018,9,18,0,0,0,0,1,0,0,0,144.9,2,0
INN29971,3,0,1,3,1,0,0,0,0,0,0,1,0,0,55,2018,9,1,0,0,0,0,1,0,0,0,142.2,2,0
INN29996,2,0,0,3,1,0,0,0,1,0,0,0,0,0,91,2018,5,11,0,0,0,1,0,0,0,0,75,0,0
INN29998,1,0,0,2,1,0,0,0,1,0,0,0,0,0,266,2018,12,2,0,0,0,1,0,0,0,0,75,0,0
INN30013,1,0,0,2,1,0,0,0,0,0,0,0,0,1,2,2018,9,14,0,0,1,0,0,0,0,0,159.07,0,0
INN30038,1,0,0,2,1,0,0,0,1,0,0,0,0,0,59,2017,10,29,0,0,0,1,0,0,0,0,75,0,0
INN30050,2,1,2,1,1,0,0,0,1,0,0,0,0,0,3,2017,12,5,0,0,0,0,1,0,0,0,120,2,0
INN30058,2,0,0,4,0,0,0,0,1,0,0,0,0,0,7,2018,9,21,0,0,0,1,0,0,0,0,117,1,0
INN30064,2,0,1,4,1,0,0,0,1,0,0,0,0,0,53,2018,3,28,0,0,0,0,1,0,0,0,85.85,2,0
INN30070,2,0,2,1,0,0,0,0,1,0,0,0,0,0,138,2017,8,22,0,0,0,1,0,0,0,0,94.5,0,1
INN30076,2,2,2,4,1,0,0,0,0,0,0,0,0,1,8,2017,10,2,0,0,0,0,1,0,0,0,224.5,2,0
INN30083,2,0,1,2,1,0,0,0,1,0,0,0,0,0,78,2018,3,25,0,0,0,1,0,0,0,0,100,0,1
INN30084,2,1,2,3,1,0,0,1,0,0,0,1,0,0,96,2018,10,21,0,0,0,0,1,0,0,0,135.72,2,0
INN30112,3,0,0,3,1,0,0,0,0,0,0,1,0,0,50,2018,6,7,0,0,0,0,1,0,0,0,147.3,2,0
INN30145,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2018,7,22,0,0,1,0,0,0,0,0,75,0,1
INN30155,2,0,0,2,1,0,0,0,1,0,0,0,0,0,108,2018,10,7,0,0,0,0,1,0,0,0,118.8,1,0
INN30156,1,0,4,11,1,0,0,0,1,0,0,0,0,0,9,2018,1,16,0,0,0,0,1,0,0,0,81,0,0
INN30158,2,0,1,2,1,0,0,0,1,0,0,0,0,0,40,2017,10,5,0,0,0,0,1,0,0,0,94.5,2,0
INN30171,1,0,1,0,1,0,0,0,1,0,0,0,0,0,49,2018,5,30,0,0,0,0,1,0,0,0,121.5,1,0
INN30185,2,0,1,2,0,0,1,0,1,0,0,0,0,0,52,2018,8,29,0,0,0,0,1,0,0,0,108,1,0
INN30186,2,0,1,1,1,0,0,0,1,0,0,0,0,0,19,2017,9,21,0,0,0,0,1,0,0,0,124,0,0
INN30195,2,0,0,4,1,0,0,0,1,0,0,0,0,0,92,2017,10,7,0,0,0,1,0,0,0,0,70,0,0
INN30273,2,0,0,3,1,0,0,0,1,0,0,0,0,0,23,2017,9,30,0,0,0,0,1,0,0,0,111.33,1,0
INN30279,2,1,0,3,1,0,0,1,1,0,0,0,0,0,184,2018,8,2,0,0,0,0,1,0,0,0,130.5,2,1
INN30281,3,0,1,3,1,0,0,0,0,0,0,1,0,0,171,2018,7,25,0,0,0,0,1,0,0,0,93.84,1,0
INN30286,2,0,2,3,1,0,0,0,1,0,0,0,0,0,207,2018,9,30,0,0,0,0,1,0,0,0,106.25,2,1
INN30301,2,0,1,4,0,0,1,0,1,0,0,0,0,0,69,2018,10,31,0,0,0,0,1,0,0,0,79.38,2,1
INN30325,2,0,1,3,1,0,0,0,1,0,0,0,0,0,73,2018,6,9,0,0,0,0,1,0,0,0,126.9,0,1
INN30331,2,0,0,2,0,0,1,0,1,0,0,0,0,0,8,2018,2,26,0,0,0,0,1,0,0,0,81,1,0
INN30337,2,0,1,4,1,0,0,0,1,0,0,0,0,0,134,2018,5,9,0,0,0,0,1,0,0,0,76.58,1,0
INN30338,2,0,0,3,1,0,0,0,1,0,0,0,0,0,8,2017,11,26,0,0,0,0,1,0,0,0,67.5,1,0
INN30347,2,0,1,1,0,0,0,0,1,0,0,0,0,0,301,2018,7,30,0,0,0,1,0,0,0,0,115,1,1
INN30354,1,0,2,4,1,0,0,0,1,0,0,0,0,0,31,2018,5,15,0,0,1,0,0,0,0,0,95,1,0
INN30367,2,0,1,0,1,0,0,0,1,0,0,0,0,0,286,2018,10,16,0,0,0,1,0,0,0,0,90,0,1
INN30379,2,0,2,2,0,0,1,0,1,0,0,0,0,0,33,2018,3,13,0,0,0,0,1,0,0,0,71.1,0,1
INN30383,3,0,0,4,0,0,0,0,0,0,0,1,0,0,107,2018,7,13,0,0,0,0,1,0,0,0,189,2,0
INN30401,2,0,1,2,1,0,0,0,1,0,0,0,0,0,150,2018,10,3,0,0,0,0,1,0,0,0,118.8,2,0
INN30407,2,0,1,2,1,0,0,0,1,0,0,0,0,0,19,2017,9,14,0,0,0,0,1,0,0,0,105,2,0
INN30411,1,0,1,2,1,0,0,0,0,0,0,1,0,0,5,2017,11,2,0,0,0,0,1,0,0,0,105,1,0
INN30414,1,0,0,3,1,0,0,0,1,0,0,0,0,0,37,2018,10,13,0,0,0,1,0,0,0,0,95,0,0
INN30425,2,1,1,3,1,0,0,0,1,0,0,0,0,0,8,2018,2,18,0,0,0,1,0,0,0,0,72,1,0
INN30444,1,1,1,3,1,0,0,0,1,0,0,0,0,0,173,2018,7,11,0,0,0,0,1,0,0,0,65.49,1,0
